f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,label
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08179416558190727,0.1628003743613092,0.500359580562753,0.5041573892096973,0.5037180706129651,0.5049335060737599,0.5063425910456465,0.4962063681072165,0.5087848531149473,0.5041163810779367,0.497629881866204,0.5058334067429519,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08270298229461004,0.1628003743613092,0.5041573892096973,0.5037180706129651,0.5049335060737599,0.5063425910456465,0.4962063681072165,0.5087848531149473,0.5041163810779367,0.497629881866204,0.5058334067429519,0.495790970920678,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0830032754442222,0.1628003743613092,0.5037180706129651,0.5049335060737599,0.5063425910456465,0.4962063681072165,0.5087848531149473,0.5041163810779367,0.497629881866204,0.5058334067429519,0.495790970920678,0.4991661679875334,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08246420293996254,0.1633012090858502,0.5049335060737599,0.5063425910456465,0.4962063681072165,0.5087848531149473,0.5041163810779367,0.497629881866204,0.5058334067429519,0.495790970920678,0.4991661679875334,0.5044535590501908,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08298673947783386,0.162452572469267,0.5063425910456465,0.4962063681072165,0.5087848531149473,0.5041163810779367,0.497629881866204,0.5058334067429519,0.495790970920678,0.4991661679875334,0.5044535590501908,0.5006830891577536,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08220756474161556,0.162452572469267,0.4962063681072165,0.5087848531149473,0.5041163810779367,0.497629881866204,0.5058334067429519,0.495790970920678,0.4991661679875334,0.5044535590501908,0.5006830891577536,0.5018947275693113,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08186493951804935,0.162452572469267,0.5087848531149473,0.5041163810779367,0.497629881866204,0.5058334067429519,0.495790970920678,0.4991661679875334,0.5044535590501908,0.5006830891577536,0.5018947275693113,0.4930893703884836,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08221087193489324,0.163611068953306,0.5041163810779367,0.497629881866204,0.5058334067429519,0.495790970920678,0.4991661679875334,0.5044535590501908,0.5006830891577536,0.5018947275693113,0.4930893703884836,0.5040776511757182,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08206601686933146,0.163611068953306,0.497629881866204,0.5058334067429519,0.495790970920678,0.4991661679875334,0.5044535590501908,0.5006830891577536,0.5018947275693113,0.4930893703884836,0.5040776511757182,0.4907845615015658,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08207924564244218,0.1629546719279608,0.5058334067429519,0.495790970920678,0.4991661679875334,0.5044535590501908,0.5006830891577536,0.5018947275693113,0.4930893703884836,0.5040776511757182,0.4907845615015658,0.4964691239144235,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08094289403223592,0.1629546719279608,0.495790970920678,0.4991661679875334,0.5044535590501908,0.5006830891577536,0.5018947275693113,0.4930893703884836,0.5040776511757182,0.4907845615015658,0.4964691239144235,0.5069178440050667,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08124120286588143,0.1629546719279608,0.4991661679875334,0.5044535590501908,0.5006830891577536,0.5018947275693113,0.4930893703884836,0.5040776511757182,0.4907845615015658,0.4964691239144235,0.5069178440050667,0.4916161152844901,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07979728228085214,0.162452572469267,0.5044535590501908,0.5006830891577536,0.5018947275693113,0.4930893703884836,0.5040776511757182,0.4907845615015658,0.4964691239144235,0.5069178440050667,0.4916161152844901,0.506446630194743,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07909483442867571,0.163611068953306,0.5006830891577536,0.5018947275693113,0.4930893703884836,0.5040776511757182,0.4907845615015658,0.4964691239144235,0.5069178440050667,0.4916161152844901,0.506446630194743,0.5030581434555578,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0797701632959753,0.163611068953306,0.5018947275693113,0.4930893703884836,0.5040776511757182,0.4907845615015658,0.4964691239144235,0.5069178440050667,0.4916161152844901,0.506446630194743,0.5030581434555578,0.4990484594611834,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07842347419330942,0.163611068953306,0.4930893703884836,0.5040776511757182,0.4907845615015658,0.4964691239144235,0.5069178440050667,0.4916161152844901,0.506446630194743,0.5030581434555578,0.4990484594611834,0.5109654984918119,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07903993502026652,0.1646140031365407,0.5040776511757182,0.4907845615015658,0.4964691239144235,0.5069178440050667,0.4916161152844901,0.506446630194743,0.5030581434555578,0.4990484594611834,0.5109654984918119,0.4965845542112313,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07920727900011637,0.1646140031365407,0.4907845615015658,0.4964691239144235,0.5069178440050667,0.4916161152844901,0.506446630194743,0.5030581434555578,0.4990484594611834,0.5109654984918119,0.4965845542112313,0.5151323803246021,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07884414917822857,0.1642662012444984,0.4964691239144235,0.5069178440050667,0.4916161152844901,0.506446630194743,0.5030581434555578,0.4990484594611834,0.5109654984918119,0.4965845542112313,0.5151323803246021,0.5016828522218812,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08005325904054356,0.1642662012444984,0.5069178440050667,0.4916161152844901,0.506446630194743,0.5030581434555578,0.4990484594611834,0.5109654984918119,0.4965845542112313,0.5151323803246021,0.5016828522218812,0.4987169770627849,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07936602427744438,0.1642662012444984,0.4916161152844901,0.506446630194743,0.5030581434555578,0.4990484594611834,0.5109654984918119,0.4965845542112313,0.5151323803246021,0.5016828522218812,0.4987169770627849,0.507296789518929,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08111949815326325,0.1654246977285375,0.506446630194743,0.5030581434555578,0.4990484594611834,0.5109654984918119,0.4965845542112313,0.5151323803246021,0.5016828522218812,0.4987169770627849,0.507296789518929,0.4916259876125065,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08110428506418599,0.1649225982698437,0.5030581434555578,0.4990484594611834,0.5109654984918119,0.4965845542112313,0.5151323803246021,0.5016828522218812,0.4987169770627849,0.507296789518929,0.4916259876125065,0.5027433680738024,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08070213036162177,0.1649225982698437,0.4990484594611834,0.5109654984918119,0.4965845542112313,0.5151323803246021,0.5016828522218812,0.4987169770627849,0.507296789518929,0.4916259876125065,0.5027433680738024,0.5041296707502665,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08142045274153098,0.1649225982698437,0.5109654984918119,0.4965845542112313,0.5151323803246021,0.5016828522218812,0.4987169770627849,0.507296789518929,0.4916259876125065,0.5027433680738024,0.5041296707502665,0.5092537886957287,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08008765385063121,0.1646140031365407,0.4965845542112313,0.5151323803246021,0.5016828522218812,0.4987169770627849,0.507296789518929,0.4916259876125065,0.5027433680738024,0.5041296707502665,0.5092537886957287,0.5075716958836948,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08021200431787157,0.1646140031365407,0.5151323803246021,0.5016828522218812,0.4987169770627849,0.507296789518929,0.4916259876125065,0.5027433680738024,0.5041296707502665,0.5092537886957287,0.5075716958836948,0.4989197394920459,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08051825041538346,0.165270400161886,0.5016828522218812,0.4987169770627849,0.507296789518929,0.4916259876125065,0.5027433680738024,0.5041296707502665,0.5092537886957287,0.5075716958836948,0.4989197394920459,0.510077368675255,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08149254955498403,0.165270400161886,0.4987169770627849,0.507296789518929,0.4916259876125065,0.5027433680738024,0.5041296707502665,0.5092537886957287,0.5075716958836948,0.4989197394920459,0.510077368675255,0.4882788887100056,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08224394386766992,0.165270400161886,0.507296789518929,0.4916259876125065,0.5027433680738024,0.5041296707502665,0.5092537886957287,0.5075716958836948,0.4989197394920459,0.510077368675255,0.4882788887100056,0.4941229271908214,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08186956958863811,0.1647683007031922,0.4916259876125065,0.5027433680738024,0.5041296707502665,0.5092537886957287,0.5075716958836948,0.4989197394920459,0.510077368675255,0.4882788887100056,0.4941229271908214,0.5096790582102836,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08294506884253527,0.1638033085445439,0.5027433680738024,0.5041296707502665,0.5092537886957287,0.5075716958836948,0.4989197394920459,0.510077368675255,0.4882788887100056,0.4941229271908214,0.5096790582102836,0.4952798880933648,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08118828777343873,0.1638033085445439,0.5041296707502665,0.5092537886957287,0.5075716958836948,0.4989197394920459,0.510077368675255,0.4882788887100056,0.4941229271908214,0.5096790582102836,0.4952798880933648,0.4982434850229189,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08018356245568359,0.1638033085445439,0.5092537886957287,0.5075716958836948,0.4989197394920459,0.510077368675255,0.4882788887100056,0.4941229271908214,0.5096790582102836,0.4952798880933648,0.4982434850229189,0.5085433607834678,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08121606819697119,0.1634567713866545,0.5075716958836948,0.4989197394920459,0.510077368675255,0.4882788887100056,0.4941229271908214,0.5096790582102836,0.4952798880933648,0.4982434850229189,0.5085433607834678,0.5057946768407334,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08036215089267762,0.1634567713866545,0.4989197394920459,0.510077368675255,0.4882788887100056,0.4941229271908214,0.5096790582102836,0.4952798880933648,0.4982434850229189,0.5085433607834678,0.5057946768407334,0.5077372472304322,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07989451376321555,0.1644597055698892,0.510077368675255,0.4882788887100056,0.4941229271908214,0.5096790582102836,0.4952798880933648,0.4982434850229189,0.5085433607834678,0.5057946768407334,0.5077372472304322,0.495398735734486,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08078018012297467,0.1644597055698892,0.4882788887100056,0.4941229271908214,0.5096790582102836,0.4952798880933648,0.4982434850229189,0.5085433607834678,0.5057946768407334,0.5077372472304322,0.495398735734486,0.5089207874776353,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08130271666084604,0.1644597055698892,0.4941229271908214,0.5096790582102836,0.4952798880933648,0.4982434850229189,0.5085433607834678,0.5057946768407334,0.5077372472304322,0.495398735734486,0.5089207874776353,0.5013935170700144,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0820759384491645,0.1634567713866545,0.5096790582102836,0.4952798880933648,0.4982434850229189,0.5085433607834678,0.5057946768407334,0.5077372472304322,0.495398735734486,0.5089207874776353,0.5013935170700144,0.4987576054896218,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08124186430453695,0.1646140031365407,0.4952798880933648,0.4982434850229189,0.5085433607834678,0.5057946768407334,0.5077372472304322,0.495398735734486,0.5089207874776353,0.5013935170700144,0.4987576054896218,0.5043700239669747,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08217052417690573,0.1646140031365407,0.4982434850229189,0.5085433607834678,0.5057946768407334,0.5077372472304322,0.495398735734486,0.5089207874776353,0.5013935170700144,0.4987576054896218,0.5043700239669747,0.4973823142559454,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0821182705231186,0.1646140031365407,0.5085433607834678,0.5057946768407334,0.5077372472304322,0.495398735734486,0.5089207874776353,0.5013935170700144,0.4987576054896218,0.5043700239669747,0.4973823142559454,0.4999343110481981,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0817233916457652,0.1638033085445439,0.5057946768407334,0.5077372472304322,0.495398735734486,0.5089207874776353,0.5013935170700144,0.4987576054896218,0.5043700239669747,0.4973823142559454,0.4999343110481981,0.504805165809546,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08205807960546507,0.1633012090858502,0.5077372472304322,0.495398735734486,0.5089207874776353,0.5013935170700144,0.4987576054896218,0.5043700239669747,0.4973823142559454,0.4999343110481981,0.504805165809546,0.5002054203637268,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08148328941380661,0.1633012090858502,0.495398735734486,0.5089207874776353,0.5013935170700144,0.4987576054896218,0.5043700239669747,0.4973823142559454,0.4999343110481981,0.504805165809546,0.5002054203637268,0.5043704036718984,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0812398799885703,0.1633012090858502,0.5089207874776353,0.5013935170700144,0.4987576054896218,0.5043700239669747,0.4973823142559454,0.4999343110481981,0.504805165809546,0.5002054203637268,0.5043704036718984,0.4846147361962071,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08163211311130164,0.1633012090858502,0.5013935170700144,0.4987576054896218,0.5043700239669747,0.4973823142559454,0.4999343110481981,0.504805165809546,0.5002054203637268,0.5043704036718984,0.4846147361962071,0.505946938515141,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08142508281211969,0.1631089694946123,0.4987576054896218,0.5043700239669747,0.4973823142559454,0.4999343110481981,0.504805165809546,0.5002054203637268,0.5043704036718984,0.4846147361962071,0.505946938515141,0.4952715345850432,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08176043221047502,0.1629546719279608,0.5043700239669747,0.4973823142559454,0.4999343110481981,0.504805165809546,0.5002054203637268,0.5043704036718984,0.4846147361962071,0.505946938515141,0.4952715345850432,0.5025937643338608,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07950691071107302,0.1629546719279608,0.4973823142559454,0.4999343110481981,0.504805165809546,0.5002054203637268,0.5043704036718984,0.4846147361962071,0.505946938515141,0.4952715345850432,0.5025937643338608,0.5096224821766508,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08005392047919913,0.1629546719279608,0.4999343110481981,0.504805165809546,0.5002054203637268,0.5043704036718984,0.4846147361962071,0.505946938515141,0.4952715345850432,0.5025937643338608,0.5096224821766508,0.4867817121958183,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07919405022700571,0.1641119036778469,0.504805165809546,0.5002054203637268,0.5043704036718984,0.4846147361962071,0.505946938515141,0.4952715345850432,0.5025937643338608,0.5096224821766508,0.4867817121958183,0.5054350962779803,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07929921897323555,0.1644597055698892,0.5002054203637268,0.5043704036718984,0.4846147361962071,0.505946938515141,0.4952715345850432,0.5025937643338608,0.5096224821766508,0.4867817121958183,0.5054350962779803,0.5100819251343395,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08032907895990093,0.1644597055698892,0.5043704036718984,0.4846147361962071,0.505946938515141,0.4952715345850432,0.5025937643338608,0.5096224821766508,0.4867817121958183,0.5054350962779803,0.5100819251343395,0.5058011318244365,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07834542443195652,0.1644597055698892,0.4846147361962071,0.505946938515141,0.4952715345850432,0.5025937643338608,0.5096224821766508,0.4867817121958183,0.5054350962779803,0.5100819251343395,0.5058011318244365,0.5097580368344151,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07882827465049586,0.1644597055698892,0.505946938515141,0.4952715345850432,0.5025937643338608,0.5096224821766508,0.4867817121958183,0.5054350962779803,0.5100819251343395,0.5058011318244365,0.5097580368344151,0.4906881164509436,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07992163274809239,0.1647683007031922,0.4952715345850432,0.5025937643338608,0.5096224821766508,0.4867817121958183,0.5054350962779803,0.5100819251343395,0.5058011318244365,0.5097580368344151,0.4906881164509436,0.507670798868783,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08044747647924144,0.1642662012444984,0.5025937643338608,0.5096224821766508,0.4867817121958183,0.5054350962779803,0.5100819251343395,0.5058011318244365,0.5097580368344151,0.4906881164509436,0.507670798868783,0.4975603958651652,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08148858092305089,0.1642662012444984,0.5096224821766508,0.4867817121958183,0.5054350962779803,0.5100819251343395,0.5058011318244365,0.5097580368344151,0.4906881164509436,0.507670798868783,0.4975603958651652,0.5037799625155298,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08003275444222202,0.1642662012444984,0.4867817121958183,0.5054350962779803,0.5100819251343395,0.5058011318244365,0.5097580368344151,0.4906881164509436,0.507670798868783,0.4975603958651652,0.5037799625155298,0.5095283153555707,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08080399191457388,0.1654246977285375,0.5054350962779803,0.5100819251343395,0.5058011318244365,0.5097580368344151,0.4906881164509436,0.507670798868783,0.4975603958651652,0.5037799625155298,0.5095283153555707,0.5010441885402016,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08024904488258139,0.1656182020539283,0.5100819251343395,0.5058011318244365,0.5097580368344151,0.4906881164509436,0.507670798868783,0.4975603958651652,0.5037799625155298,0.5095283153555707,0.5010441885402016,0.4957207255097917,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.080508990274206,0.1656182020539283,0.5058011318244365,0.5097580368344151,0.4906881164509436,0.507670798868783,0.4975603958651652,0.5037799625155298,0.5095283153555707,0.5010441885402016,0.4957207255097917,0.5029970109628404,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08151966853986098,0.1656182020539283,0.5097580368344151,0.4906881164509436,0.507670798868783,0.4975603958651652,0.5037799625155298,0.5095283153555707,0.5010441885402016,0.4957207255097917,0.5029970109628404,0.5053773811295765,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08142111418018644,0.1654246977285375,0.4906881164509436,0.507670798868783,0.4975603958651652,0.5037799625155298,0.5095283153555707,0.5010441885402016,0.4957207255097917,0.5029970109628404,0.5053773811295765,0.5015727377940055,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08062606491623542,0.1654246977285375,0.507670798868783,0.4975603958651652,0.5037799625155298,0.5095283153555707,0.5010441885402016,0.4957207255097917,0.5029970109628404,0.5053773811295765,0.5015727377940055,0.5017136083207018,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08078282587759678,0.1656182020539283,0.4975603958651652,0.5037799625155298,0.5095283153555707,0.5010441885402016,0.4957207255097917,0.5029970109628404,0.5053773811295765,0.5015727377940055,0.5017136083207018,0.5030406770290671,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08125112444571442,0.1656182020539283,0.5037799625155298,0.5095283153555707,0.5010441885402016,0.4957207255097917,0.5029970109628404,0.5053773811295765,0.5015727377940055,0.5017136083207018,0.5030406770290671,0.4913677882643839,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08122202114487093,0.1656182020539283,0.5095283153555707,0.5010441885402016,0.4957207255097917,0.5029970109628404,0.5053773811295765,0.5015727377940055,0.5017136083207018,0.5030406770290671,0.4913677882643839,0.504460014033894,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08121077668772692,0.1641119036778469,0.5010441885402016,0.4957207255097917,0.5029970109628404,0.5053773811295765,0.5015727377940055,0.5017136083207018,0.5030406770290671,0.4913677882643839,0.504460014033894,0.5094303514852537,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08137349059698806,0.1642662012444984,0.4957207255097917,0.5029970109628404,0.5053773811295765,0.5015727377940055,0.5017136083207018,0.5030406770290671,0.4913677882643839,0.504460014033894,0.5094303514852537,0.4911209800639726,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08000761977331178,0.1642662012444984,0.5029970109628404,0.5053773811295765,0.5015727377940055,0.5017136083207018,0.5030406770290671,0.4913677882643839,0.504460014033894,0.5094303514852537,0.4911209800639726,0.5024870672502983,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08035685938343334,0.1642662012444984,0.5053773811295765,0.5015727377940055,0.5017136083207018,0.5030406770290671,0.4913677882643839,0.504460014033894,0.5094303514852537,0.4911209800639726,0.5024870672502983,0.5067162206905769,0.0
